Surface_Code,Court_Code,Series_Code,Round_Code,Best of,Rank_1,Rank_2,Rank_Diff
1,0,2,0,5,133,111,-22
3,0,6,0,3,90,42,-48
1,0,0,0,3,123,93,-30
1,0,1,0,3,105,77,-28
3,0,3,6,3,75,46,-29
1,0,6,3,3,16,4,-12
3,0,2,3,5,22,8,-14
3,0,5,1,3,64,3,-61
1,0,5,1,3,41,35,-6
2,0,0,0,3,25,123,98
3,1,1,1,3,20,43,23
1,0,0,4,3,31,44,13
3,0,6,1,3,21,62,41
1,0,3,0,3,97,100,3
3,1,6,0,3,20,31,11
3,0,5,0,3,85,39,-46
2,0,2,0,5,44,221,177
1,0,3,0,3,91,94,3
3,0,2,2,5,6,30,24
2,0,2,0,5,228,20,-208
3,1,0,7,3,10,50,40
3,0,2,0,5,96,79,-17
3,0,6,1,3,92,7,-85
1,0,4,0,3,158,28,-130
3,1,0,1,3,10,79,69
3,0,0,4,3,41,37,-4
1,0,0,1,3,84,37,-47
3,1,0,1,3,121,47,-74
1,0,0,0,3,918,80,-838
2,0,3,1,3,50,80,30
1,0,5,1,3,29,4,-25
3,0,6,0,3,40,42,2
3,0,2,0,5,7,34,27
3,1,5,1,3,44,13,-31
1,0,3,4,3,37,16,-21
3,0,1,0,3,56,82,26
3,0,3,4,3,88,23,-65
3,0,0,0,3,40,21,-19
3,0,1,4,3,39,7,-32
3,0,2,0,5,288,122,-166
1,0,0,4,3,34,57,23
3,0,6,4,3,17,23,6
2,0,2,0,5,146,82,-64
1,0,3,0,3,175,14,-161
3,1,1,7,3,46,24,-22
1,0,1,0,3,43,44,1
2,0,0,0,3,42,50,8
3,0,1,1,3,52,33,-19
3,0,1,1,3,27,5,-22
1,0,3,4,3,17,27,10
3,1,3,0,3,196,10,-186
2,0,2,1,5,80,101,21
1,0,6,4,3,36,7,-29
3,0,5,1,3,28,48,20
2,0,3,1,3,91,362,271
1,0,3,0,3,304,348,44
3,0,2,0,5,66,185,119
3,0,5,0,3,74,192,118
1,0,3,0,3,98,87,-11
3,1,0,0,3,73,145,72
3,1,0,1,3,40,61,21
3,0,6,1,3,18,154,136
3,0,4,2,3,300,140,-160
3,0,2,1,5,14,218,204
3,1,6,1,3,11,29,18
2,0,0,4,3,116,102,-14
3,0,2,1,5,47,8,-39
1,0,0,4,3,70,1,-69
3,1,3,6,3,99,10,-89
2,0,3,1,3,107,76,-31
1,0,4,0,3,235,59,-176
3,0,1,0,3,7,46,39
1,0,3,0,3,586,96,-490
3,1,0,6,3,33,47,14
3,0,4,1,3,68,108,40
2,0,2,1,5,33,95,62
1,0,6,2,3,52,9,-43
3,0,5,4,3,64,35,-29
1,0,0,1,3,104,50,-54
1,0,1,0,3,24,113,89
1,0,0,6,3,32,208,176
1,0,0,1,3,131,103,-28
3,0,0,0,3,190,40,-150
3,0,5,0,3,38,404,366
1,0,2,0,5,157,91,-66
3,0,1,0,3,42,5,-37
2,0,3,1,3,176,25,-151
1,0,5,4,3,31,20,-11
3,0,0,0,3,59,272,213
3,1,6,0,3,15,30,15
3,0,2,0,5,14,70,56
2,0,2,6,5,125,11,-114
3,0,6,2,3,7,16,9
1,0,6,1,3,113,21,-92
2,0,0,0,3,34,180,146
3,0,6,0,3,19,47,28
2,0,2,0,5,67,121,54
3,0,0,0,3,145,112,-33
1,0,0,0,3,78,67,-11
0,1,3,0,3,46,27,-19
2,0,0,0,3,218,335,117
3,0,1,2,3,86,53,-33
3,1,4,1,3,58,4,-54
1,0,2,3,5,23,125,102
2,0,2,0,5,174,105,-69
3,0,5,0,3,37,33,-4
1,0,4,0,3,50,80,30
1,0,0,1,3,15,96,81
1,0,2,0,5,5,58,53
1,0,0,6,3,24,134,110
1,0,3,1,3,52,240,188
2,0,3,0,3,67,128,61
3,0,6,0,3,14,101,87
2,0,3,1,3,104,7,-97
3,1,0,0,3,126,101,-25
3,1,6,0,3,43,10,-33
2,0,3,0,3,64,12,-52
1,0,5,1,3,17,49,32
1,0,4,2,3,71,31,-40
3,1,0,1,3,68,92,24
1,0,0,0,3,26,95,69
1,0,3,0,3,54,59,5
1,0,4,1,3,4,335,331
1,0,2,0,5,43,28,-15
3,0,2,2,5,24,4,-20
2,0,2,1,5,67,58,-9
3,0,2,3,5,15,4,-11
1,0,0,4,3,33,193,160
3,1,6,0,3,66,26,-40
3,0,6,1,3,35,42,7
3,0,0,0,3,75,94,19
3,1,7,5,3,2,3,1
1,0,4,0,3,113,115,2
3,0,6,1,3,38,7,-31
3,0,6,0,3,45,38,-7
3,0,4,0,3,141,92,-49
2,0,2,1,5,172,68,-104
1,0,0,6,3,171,18,-153
1,0,2,0,5,44,84,40
1,0,2,0,5,1015,19,-996
1,0,0,1,3,140,315,175
3,0,0,4,3,88,90,2
2,0,3,1,3,197,147,-50
3,0,6,2,3,58,37,-21
2,0,3,0,3,31,73,42
3,0,4,1,3,19,130,111
1,0,3,0,3,43,90,47
3,1,0,0,3,127,116,-11
3,0,3,0,3,141,117,-24
1,0,0,1,3,56,39,-17
2,0,2,0,5,97,95,-2
3,1,0,0,3,50,204,154
3,0,0,2,3,63,107,44
3,0,3,1,3,194,36,-158
1,0,3,0,3,189,10,-179
2,0,0,0,3,43,72,29
3,0,5,2,3,46,6,-40
1,0,2,0,5,112,55,-57
3,0,2,2,5,16,21,5
1,0,2,0,5,131,4,-127
1,0,0,0,3,45,384,339
3,0,0,2,3,52,63,11
3,0,2,0,5,32,119,87
3,1,7,5,3,9,2,-7
3,1,0,0,3,25,192,167
2,0,1,1,3,36,2,-34
3,0,6,3,3,19,39,20
1,0,6,0,3,58,34,-24
2,0,0,0,3,57,254,197
3,0,2,1,5,284,28,-256
1,0,3,0,3,138,71,-67
2,0,3,6,3,98,27,-71
3,0,0,1,3,52,79,27
2,0,1,0,3,20,92,72
1,0,5,2,3,53,1,-52
1,0,0,0,3,117,98,-19
3,0,6,1,3,25,16,-9
3,1,0,0,3,107,83,-24
3,1,1,6,3,7,9,2
1,0,0,1,3,13,159,146
1,0,1,1,3,71,26,-45
1,0,4,0,3,41,20,-21
1,0,3,0,3,126,319,193
2,0,0,0,3,402,86,-316
3,1,0,0,3,122,367,245
1,0,2,2,5,25,16,-9
3,1,5,1,3,42,2,-40
1,0,2,1,5,52,106,54
1,0,2,0,5,56,101,45
3,0,2,0,5,20,73,53
2,0,2,0,5,4,79,75
1,1,0,4,3,27,64,37
1,0,5,0,3,74,47,-27
3,0,0,1,3,22,79,57
1,0,3,7,3,7,72,65
3,1,0,4,3,31,14,-17
1,0,6,0,3,39,57,18
1,0,5,0,3,42,83,41
1,0,0,0,3,108,28,-80
3,0,6,0,3,46,48,2
2,0,2,0,5,114,97,-17
1,0,0,0,3,150,79,-71
0,1,3,4,3,95,38,-57
1,0,6,4,3,1,6,5
3,1,1,0,3,24,5,-19
3,0,4,1,3,34,4,-30
1,0,3,7,3,42,66,24
1,0,1,0,3,93,103,10
3,1,0,0,3,62,40,-22
0,1,3,1,3,21,69,48
3,1,4,1,3,39,70,31
1,0,0,4,3,150,96,-54
1,0,3,1,3,53,303,250
2,0,2,0,5,83,51,-32
1,0,3,4,3,33,77,44
3,1,0,1,3,26,51,25
3,0,1,6,3,53,80,27
1,0,1,0,3,47,29,-18
1,0,5,7,5,31,16,-15
3,0,2,0,5,23,113,90
1,0,0,1,3,255,285,30
1,0,0,0,3,37,157,120
1,0,5,0,3,10,24,14
1,0,3,0,3,232,68,-164
3,0,3,0,3,181,58,-123
3,0,4,1,3,126,22,-104
3,0,6,2,3,42,51,9
1,0,5,2,3,16,4,-12
3,1,5,0,3,48,31,-17
3,0,4,7,3,14,1,-13
3,1,0,0,3,66,49,-17
1,0,6,0,3,38,150,112
1,0,3,0,3,20,112,92
2,0,3,0,3,54,285,231
1,0,0,4,3,134,138,4
1,0,3,1,3,13,85,72
3,0,0,1,3,96,3,-93
3,0,2,2,5,10,120,110
3,0,0,1,3,42,196,154
1,0,0,1,3,51,319,268
3,0,6,0,3,66,105,39
1,0,5,0,3,37,12,-25
2,0,3,2,3,5,35,30
3,0,4,2,3,83,32,-51
3,1,1,1,3,28,11,-17
3,0,0,0,3,64,62,-2
3,0,0,0,3,61,100,39
1,0,4,1,3,43,63,20
1,0,2,0,5,24,84,60
3,0,2,0,5,64,91,27
1,0,0,0,3,37,148,111
2,0,2,1,5,55,75,20
2,0,2,2,5,53,18,-35
3,0,3,0,3,1,49,48
3,1,0,4,3,25,66,41
1,0,6,0,3,32,59,27
3,0,0,0,3,70,75,5
3,1,3,1,3,88,60,-28
1,0,6,1,3,33,4,-29
3,1,6,2,3,75,1,-74
1,0,0,0,3,142,453,311
1,0,1,0,3,117,78,-39
3,1,4,0,3,28,102,74
3,1,0,1,3,59,38,-21
3,0,3,4,3,80,179,99
3,1,0,0,3,105,89,-16
3,0,3,1,3,154,60,-94
3,1,6,0,3,72,36,-36
3,0,6,0,3,107,13,-94
2,0,3,1,3,47,28,-19
3,0,6,2,3,15,9,-6
3,1,6,2,3,1,28,27
1,1,0,4,3,22,73,51
3,0,3,6,3,90,27,-63
3,1,6,0,3,25,23,-2
3,0,0,4,3,2,56,54
2,0,1,0,3,66,5,-61
3,0,0,0,3,81,86,5
3,0,3,0,3,150,621,471
3,0,6,2,3,18,9,-9
1,0,3,0,3,52,78,26
3,1,0,0,3,52,167,115
3,1,0,0,3,97,58,-39
1,0,5,0,3,36,15,-21
3,0,0,1,3,62,55,-7
3,0,2,1,5,6,38,32
3,0,2,1,5,40,8,-32
3,0,5,1,3,31,6,-25
3,0,6,0,3,58,48,-10
2,0,0,0,3,104,54,-50
3,0,6,1,3,3,50,47
1,0,0,1,3,21,104,83
3,0,0,7,3,91,64,-27
3,1,1,0,3,86,140,54
3,0,6,4,3,21,8,-13
1,0,0,1,3,54,44,-10
1,0,0,6,3,48,6,-42
1,0,2,1,5,130,19,-111
3,0,2,0,5,110,98,-12
2,0,2,0,5,204,27,-177
3,0,2,3,5,31,12,-19
3,1,0,0,3,213,97,-116
2,0,0,0,3,111,18,-93
1,0,4,0,3,224,93,-131
1,0,2,0,5,92,73,-19
3,0,0,1,3,129,51,-78
1,0,5,0,3,8,148,140
3,0,2,1,5,27,127,100
3,0,2,1,5,81,24,-57
3,0,2,0,5,114,101,-13
1,0,0,0,3,68,69,1
1,0,0,0,3,85,462,377
3,0,0,1,3,206,19,-187
3,1,1,1,3,123,8,-115
3,1,3,1,3,23,44,21
2,0,2,0,5,111,8,-103
3,0,2,1,5,23,50,27
2,0,2,0,5,80,2,-78
3,0,2,0,5,52,26,-26
2,0,0,1,3,80,70,-10
3,0,2,0,5,61,55,-6
3,0,2,0,5,129,16,-113
2,0,2,2,3,10,24,14
1,0,0,1,3,15,65,50
1,0,0,0,3,223,77,-146
2,0,2,0,5,40,119,79
1,0,3,0,3,147,70,-77
1,0,0,6,3,19,8,-11
1,0,6,2,3,25,12,-13
1,0,2,0,5,82,104,22
3,0,6,1,3,87,2,-85
1,0,0,1,3,83,24,-59
3,0,5,1,3,33,34,1
1,0,6,4,3,7,4,-3
1,0,6,0,3,15,136,121
3,0,7,5,3,7,4,-3
1,0,3,4,3,31,128,97
1,0,0,0,3,151,158,7
3,0,0,0,3,126,85,-41
3,0,6,4,3,9,4,-5
3,0,0,6,3,162,1,-161
1,0,2,1,5,199,100,-99
3,0,2,4,5,78,3,-75
3,0,6,0,3,38,21,-17
3,0,3,1,3,167,50,-117
3,0,0,0,3,13,87,74
3,0,1,0,3,39,10,-29
2,0,2,1,5,48,29,-19
1,0,3,0,3,139,352,213
3,0,5,0,3,47,55,8
1,0,3,0,3,89,123,34
2,0,3,2,3,2,74,72
3,0,0,4,3,116,15,-101
3,0,0,1,3,91,148,57
3,0,6,2,3,14,57,43
1,0,2,0,5,96,16,-80
3,1,0,1,3,109,21,-88
3,0,2,0,5,307,77,-230
1,0,3,4,3,45,17,-28
3,1,0,0,3,57,450,393
1,0,6,2,3,15,57,42
2,0,0,1,3,42,36,-6
3,0,2,0,5,55,13,-42
2,0,2,0,5,27,186,159
1,0,4,6,3,88,32,-56
0,1,5,0,3,53,36,-17
2,0,0,0,3,4,60,56
1,0,3,0,3,57,214,157
3,0,3,1,3,60,7,-53
3,0,1,0,3,89,72,-17
3,0,2,1,5,49,52,3
3,0,0,4,3,129,20,-109
1,0,6,1,3,39,3,-36
3,0,3,0,3,74,85,11
2,0,3,0,3,103,99,-4
3,1,3,4,3,20,12,-8
3,0,0,0,3,904,47,-857
3,0,4,2,3,503,64,-439
1,0,1,6,3,54,82,28
3,1,0,4,3,228,36,-192
3,0,3,0,3,963,74,-889
1,0,3,6,3,117,98,-19
2,0,2,1,5,19,63,44
2,0,2,1,5,308,181,-127
1,0,3,1,3,107,66,-41
1,0,1,0,3,46,323,277
3,0,5,0,3,75,50,-25
3,1,4,1,3,31,7,-24
3,0,2,4,5,21,32,11
3,0,6,6,3,41,6,-35
3,1,0,4,3,25,11,-14
3,0,2,1,5,104,38,-66
3,1,0,1,3,280,52,-228
3,0,2,1,5,31,46,15
1,0,0,0,3,43,74,31
1,0,4,0,3,104,88,-16
3,1,0,1,3,28,54,26
3,0,2,0,5,5,66,61
3,0,6,1,3,83,9,-74
0,1,3,4,3,71,31,-40
2,0,1,0,3,36,191,155
3,0,3,0,3,193,55,-138
1,0,3,4,3,118,6,-112
1,0,3,0,3,4,147,143
3,1,6,0,3,48,36,-12
3,1,0,1,3,181,124,-57
1,0,3,4,3,53,15,-38
3,0,3,1,3,80,524,444
2,0,1,0,3,17,137,120
3,1,0,0,3,92,388,296
1,0,3,0,3,60,4,-56
3,1,0,0,3,63,98,35
3,0,0,4,3,36,20,-16
2,0,2,1,5,111,45,-66
3,0,3,2,3,30,205,175
2,0,0,6,3,82,30,-52
3,0,2,1,5,255,138,-117
3,0,6,0,3,38,154,116
1,0,2,1,5,42,48,6
2,0,2,1,5,67,65,-2
3,1,7,7,3,2,3,1
0,1,3,0,3,45,124,79
1,0,0,1,3,73,49,-24
3,1,4,6,3,13,11,-2
1,0,1,4,3,6,8,2
0,1,3,0,3,45,12,-33
3,1,0,0,3,28,20,-8
3,0,3,0,3,58,30,-28
1,0,0,4,3,75,15,-60
3,1,0,0,3,49,98,49
3,0,4,0,3,83,50,-33
3,0,2,0,5,6,62,56
1,0,0,0,3,195,37,-158
3,0,3,0,3,79,92,13
3,1,0,0,3,255,32,-223
1,0,3,1,3,86,52,-34
0,1,5,4,3,37,13,-24
1,0,4,4,3,59,111,52
1,0,3,0,3,-1,137,138
3,0,2,2,5,50,4,-46
2,0,3,4,3,158,32,-126
1,0,2,0,5,80,117,37
3,1,0,0,3,100,43,-57
1,0,0,7,3,9,36,27
3,1,4,0,3,46,11,-35
3,0,6,0,3,136,97,-39
1,0,3,1,3,316,111,-205
3,0,0,0,3,313,36,-277
3,0,2,2,5,8,63,55
3,1,0,0,3,65,126,61
3,0,6,0,3,35,60,25
3,0,6,0,3,58,52,-6
3,1,0,6,3,9,89,80
3,0,6,2,3,7,30,23
3,0,6,0,3,224,35,-189
1,0,3,1,3,21,62,41
1,0,0,4,3,64,52,-12
3,1,7,5,3,7,6,-1
1,0,2,1,5,134,4,-130
3,0,5,0,3,81,44,-37
3,0,2,1,5,66,20,-46
3,0,0,0,3,66,68,2
3,0,6,0,3,77,42,-35
1,0,6,0,3,27,63,36
3,0,1,1,3,3,64,61
3,0,2,1,5,59,44,-15
1,0,2,7,5,3,4,1
1,0,6,1,3,315,38,-277
1,0,5,0,3,29,38,9
0,1,3,4,3,49,153,104
2,0,0,4,3,67,335,268
3,0,0,1,3,33,81,48
3,0,4,0,3,89,17,-72
1,0,2,0,5,96,134,38
3,1,0,0,3,441,109,-332
3,0,0,1,3,39,17,-22
3,0,2,3,5,55,32,-23
3,0,1,1,3,13,34,21
1,0,1,1,3,7,83,76
2,0,2,2,5,1,41,40
1,0,0,7,3,126,82,-44
2,0,3,1,3,52,61,9
3,1,1,0,3,24,73,49
3,1,0,1,3,144,69,-75
1,0,0,1,3,69,133,64
1,0,2,0,5,30,95,65
3,0,1,0,3,4,255,251
3,1,3,0,3,89,123,34
1,0,3,4,3,69,133,64
3,0,0,0,3,171,120,-51
3,0,2,1,5,7,51,44
3,0,3,0,3,203,170,-33
1,0,0,6,3,35,15,-20
3,0,6,1,3,18,141,123
3,0,2,2,5,7,42,35
3,1,3,4,3,143,21,-122
3,0,3,0,3,111,89,-22
3,0,4,0,3,73,60,-13
1,0,4,0,3,268,201,-67
3,0,0,4,3,3,35,32
1,0,3,0,3,95,80,-15
1,0,3,0,3,312,34,-278
3,1,0,6,3,45,47,2
3,0,5,4,3,8,34,26
1,0,6,0,3,16,171,155
3,0,6,1,3,11,44,33
1,0,2,1,5,67,8,-59
3,0,3,0,3,57,72,15
3,0,2,0,5,27,58,31
3,0,0,1,3,46,66,20
3,0,3,6,3,104,25,-79
1,0,1,1,3,55,3,-52
1,0,3,0,3,98,3,-95
0,1,3,0,3,127,54,-73
2,0,3,7,3,40,1,-39
3,1,0,1,3,61,104,43
3,0,0,6,3,52,133,81
3,0,1,4,3,42,72,30
1,0,3,0,3,433,851,418
1,0,3,0,3,152,147,-5
3,1,0,0,3,974,1890,916
1,0,0,4,3,38,19,-19
1,0,4,1,3,57,50,-7
1,1,0,4,3,22,171,149
3,0,0,0,3,34,76,42
3,0,0,0,3,92,45,-47
3,0,5,0,3,72,61,-11
3,0,6,0,3,111,104,-7
1,0,3,0,3,68,368,300
3,1,3,6,3,77,20,-57
1,0,2,0,5,15,99,84
3,1,0,0,3,164,64,-100
3,0,1,0,3,99,25,-74
3,0,5,0,3,99,52,-47
2,0,1,0,3,146,42,-104
3,0,2,1,5,4,41,37
2,0,0,0,3,148,116,-32
1,0,2,0,5,73,19,-54
3,1,0,0,3,120,65,-55
1,0,3,1,3,115,76,-39
2,0,3,1,3,166,78,-88
2,0,2,0,5,60,25,-35
1,0,2,0,5,60,135,75
1,0,0,4,3,63,15,-48
3,0,5,1,3,28,52,24
1,0,3,4,3,233,94,-139
3,0,2,0,5,27,33,6
3,0,0,0,3,39,173,134
3,1,0,1,3,59,86,27
3,1,0,4,3,11,61,50
3,0,6,7,3,1,3,2
3,0,0,1,3,59,27,-32
1,0,3,0,3,107,121,14
3,0,3,4,3,200,11,-189
3,0,2,0,5,5,93,88
1,0,3,1,3,184,68,-116
1,0,5,6,3,1,55,54
3,1,5,1,3,33,17,-16
1,0,1,2,3,7,72,65
1,0,2,2,5,15,20,5
3,0,1,4,3,63,42,-21
3,0,2,1,5,8,97,89
3,0,0,1,3,90,43,-47
3,0,6,0,3,40,16,-24
2,0,2,0,5,8,40,32
3,0,6,1,3,6,44,38
3,1,0,1,3,63,18,-45
3,1,6,2,3,5,25,20
3,0,1,1,3,11,139,128
3,0,0,6,3,86,9,-77
2,0,0,6,3,3,7,4
2,0,3,0,3,514,172,-342
1,0,3,6,3,53,8,-45
1,0,5,1,3,42,9,-33
3,0,0,0,3,79,88,9
1,0,5,2,3,7,40,33
3,0,2,2,5,47,27,-20
3,1,0,0,3,48,87,39
3,0,1,1,3,17,71,54
3,0,6,6,3,4,1,-3
1,0,6,2,3,29,17,-12
1,0,6,0,3,46,59,13
1,0,5,0,3,50,40,-10
0,1,3,0,3,93,145,52
3,1,0,6,3,107,39,-68
2,0,3,7,3,7,13,6
1,0,3,4,3,90,58,-32
3,0,2,0,5,96,6,-90
3,1,5,1,3,60,13,-47
1,0,3,0,3,72,948,876
2,0,1,4,3,42,38,-4
1,0,3,0,3,3,617,614
3,0,2,0,5,68,3,-65
3,1,1,0,3,27,56,29
3,0,1,0,3,165,176,11
3,0,0,1,3,281,12,-269
1,0,0,0,3,316,66,-250
1,0,3,0,3,6,74,68
1,0,0,0,3,226,125,-101
3,0,2,0,5,71,162,91
1,0,2,6,5,7,17,10
0,1,3,1,3,75,1,-74
1,0,5,0,3,25,7,-18
1,0,0,0,3,54,67,13
3,0,0,1,3,79,17,-62
1,0,3,0,3,11,94,83
3,1,1,0,3,23,31,8
3,0,6,2,3,87,27,-60
1,0,0,6,3,30,45,15
3,0,3,1,3,89,26,-63
3,1,3,0,3,104,166,62
1,0,3,4,3,113,20,-93
3,1,4,1,3,213,11,-202
3,0,0,0,3,60,56,-4
2,0,0,4,3,8,82,74
2,0,0,0,3,67,15,-52
3,0,5,0,3,4,33,29
3,0,0,0,3,135,101,-34
1,0,2,0,5,202,69,-133
1,0,3,7,3,47,13,-34
1,0,0,0,3,70,32,-38
3,0,1,0,3,64,157,93
3,0,4,2,3,50,69,19
3,0,3,6,3,31,8,-23
3,1,1,0,3,212,15,-197
1,0,0,0,3,84,47,-37
1,0,0,4,3,26,79,53
2,0,2,1,5,3,69,66
1,0,2,0,5,98,2,-96
3,1,0,0,3,62,65,3
1,0,6,1,3,8,40,32
3,0,6,1,3,19,7,-12
1,0,6,6,3,1,45,44
1,0,3,0,3,118,97,-21
3,0,6,1,3,42,25,-17
3,0,5,2,3,128,21,-107
3,0,1,0,3,87,267,180
3,0,0,1,3,30,63,33
3,1,1,4,3,49,16,-33
2,0,3,4,3,41,23,-18
3,1,0,0,3,60,119,59
3,1,1,1,3,62,298,236
3,0,2,2,5,79,24,-55
1,0,0,0,3,76,94,18
1,0,3,0,3,138,135,-3
1,0,2,1,5,57,25,-32
3,0,2,0,5,72,132,60
3,0,2,0,5,44,47,3
3,1,0,7,3,23,102,79
3,0,2,0,5,61,46,-15
1,0,0,0,3,605,41,-564
1,0,2,2,5,2,41,39
2,0,2,2,5,25,122,97
1,0,5,2,3,7,11,4
1,0,1,1,3,86,40,-46
3,1,4,1,3,278,49,-229
3,1,0,6,3,9,44,35
3,0,0,0,3,92,53,-39
3,0,0,4,3,130,170,40
3,1,3,6,3,35,24,-11
2,0,0,1,3,118,59,-59
1,0,5,0,3,53,21,-32
1,0,6,1,3,9,78,69
2,0,3,0,3,11,557,546
3,1,0,1,3,55,34,-21
1,0,0,0,3,134,116,-18
1,0,3,1,3,371,101,-270
3,0,2,3,5,119,4,-115
3,0,5,0,3,38,22,-16
3,0,3,1,3,13,31,18
3,0,6,2,3,10,62,52
1,0,2,1,5,102,7,-95
3,1,0,1,3,19,55,36
1,0,0,1,3,72,16,-56
3,1,0,0,3,57,38,-19
1,0,3,4,3,52,104,52
3,0,2,1,5,8,73,65
1,0,5,0,3,82,5,-77
3,1,0,1,3,36,302,266
1,0,3,0,3,117,236,119
3,0,5,1,3,19,31,12
3,0,6,0,3,52,30,-22
3,0,0,0,3,505,125,-380
1,0,0,6,3,69,65,-4
2,0,0,4,3,72,142,70
3,1,4,1,3,92,102,10
3,0,1,0,3,10,123,113
1,0,0,0,3,1064,85,-979
1,0,2,0,5,133,65,-68
3,1,1,1,3,12,76,64
1,0,0,1,3,104,97,-7
3,0,2,2,5,14,27,13
3,0,5,0,3,69,23,-46
3,0,5,2,3,10,58,48
1,0,3,0,3,72,316,244
3,0,1,1,3,8,81,73
1,0,2,0,5,43,96,53
3,0,0,0,3,95,56,-39
2,0,1,4,3,13,39,26
3,1,3,0,3,33,51,18
1,0,0,1,3,83,63,-20
1,0,0,1,3,455,48,-407
3,0,5,0,3,64,76,12
3,0,2,2,5,24,48,24
3,0,0,1,3,41,18,-23
3,1,6,0,3,38,77,39
3,1,0,0,3,102,52,-50
1,0,0,0,3,74,87,13
3,0,5,6,3,4,2,-2
3,0,4,0,3,15,30,15
3,0,2,1,5,87,75,-12
3,1,7,5,3,3,2,-1
3,0,6,2,3,98,18,-80
2,0,0,0,3,129,137,8
3,1,0,1,3,110,50,-60
3,0,3,0,3,129,100,-29
3,1,0,1,3,35,113,78
2,0,0,0,3,51,59,8
1,0,1,1,3,38,46,8
0,1,3,6,3,33,17,-16
1,0,3,0,3,89,193,104
1,0,5,0,3,32,45,13
3,0,0,2,3,45,12,-33
3,0,2,1,5,50,79,29
1,0,6,6,3,40,3,-37
3,0,6,1,3,23,58,35
2,0,1,6,3,3,43,40
3,1,3,1,3,76,89,13
1,0,3,0,3,94,7,-87
3,1,0,0,3,71,40,-31
3,0,3,1,3,224,58,-166
2,0,0,1,3,35,62,27
2,0,2,0,5,41,76,35
3,0,2,1,5,38,67,29
3,0,0,0,3,14,42,28
1,0,6,2,3,1,20,19
3,0,3,0,3,263,63,-200
2,0,0,1,3,21,201,180
1,0,0,1,3,57,70,13
3,0,4,1,3,286,35,-251
3,0,0,0,3,120,212,92
3,1,3,0,3,84,122,38
3,0,0,0,3,2,63,61
3,1,6,2,3,4,13,9
1,0,3,1,3,56,88,32
2,0,2,0,5,70,23,-47
2,0,1,6,3,2,32,30
3,1,0,0,3,33,105,72
1,0,3,0,3,197,34,-163
2,0,0,0,3,45,43,-2
1,0,3,1,3,61,105,44
3,0,1,7,3,117,25,-92
3,0,0,1,3,50,68,18
3,1,0,1,3,61,45,-16
3,0,5,0,3,56,2,-54
3,0,5,0,3,5,19,14
3,0,5,2,3,13,64,51
3,0,6,1,3,29,65,36
3,0,3,0,3,103,199,96
3,1,1,4,3,18,17,-1
1,0,1,4,3,32,26,-6
3,0,1,4,3,10,23,13
1,0,4,1,3,61,176,115
3,0,3,0,3,7,56,49
2,0,1,0,3,35,16,-19
3,0,1,0,3,8,469,461
3,0,4,1,3,102,11,-91
3,0,3,0,3,97,5,-92
1,0,6,4,3,5,4,-1
2,0,2,1,5,35,29,-6
1,0,0,4,3,40,16,-24
3,0,5,2,3,23,13,-10
1,0,6,2,3,95,6,-89
3,0,5,1,3,85,35,-50
1,0,3,0,3,86,185,99
3,0,3,1,3,68,82,14
1,0,3,1,3,44,55,11
3,1,0,4,3,46,37,-9
0,1,3,0,3,84,97,13
3,0,2,1,5,48,2,-46
1,0,0,0,3,84,54,-30
3,0,6,0,3,176,58,-118
1,0,0,0,3,39,96,57
2,0,0,0,3,75,66,-9
1,0,5,0,3,37,74,37
3,0,5,1,3,11,120,109
2,0,3,0,3,38,62,24
3,1,3,4,3,20,44,24
1,0,1,1,3,10,150,140
3,0,1,6,3,5,9,4
3,0,6,3,3,21,32,11
1,0,3,4,3,7,66,59
3,1,0,4,3,47,69,22
1,0,0,4,3,46,69,23
1,0,3,0,3,95,99,4
1,0,6,6,3,2,3,1
2,0,2,0,5,56,261,205
1,0,0,1,3,107,62,-45
3,1,6,0,3,36,44,8
3,0,3,1,3,244,120,-124
3,1,0,6,3,20,28,8
1,0,2,0,5,47,51,4
1,0,2,0,5,93,49,-44
0,1,3,1,3,36,28,-8
1,0,6,0,3,91,78,-13
3,1,1,1,3,66,4,-62
1,0,6,1,3,13,151,138
3,0,0,0,3,66,52,-14
1,0,5,1,3,2,154,152
1,0,5,0,3,26,7,-19
3,0,6,1,3,12,39,27
3,0,3,0,3,60,246,186
3,0,2,4,5,11,5,-6
3,1,6,0,3,35,39,4
3,0,6,3,3,57,4,-53
3,0,6,1,3,22,14,-8
1,0,0,6,3,21,30,9
3,1,3,1,3,194,61,-133
3,0,6,1,3,10,33,23
1,0,5,0,3,107,50,-57
3,1,6,0,3,55,20,-35
1,0,3,6,3,20,15,-5
1,0,6,1,3,47,34,-13
3,0,2,0,5,173,53,-120
1,0,5,7,5,53,2,-51
3,0,0,0,3,77,149,72
1,0,1,0,3,35,93,58
3,1,0,7,3,11,7,-4
2,0,2,2,5,21,66,45
3,1,0,0,3,56,87,31
3,0,3,0,3,61,763,702
3,1,4,0,3,43,61,18
3,0,4,6,3,34,10,-24
1,0,2,0,5,57,109,52
3,0,6,0,3,146,84,-62
2,0,2,1,5,49,19,-30
3,1,0,0,3,151,69,-82
2,0,0,1,3,96,113,17
1,0,2,3,5,9,7,-2
2,0,0,0,3,96,91,-5
1,0,3,1,3,59,64,5
3,0,6,1,3,16,69,53
1,0,6,1,3,40,56,16
3,0,5,0,3,32,35,3
