Surface_Code,Court_Code,Series_Code,Round_Code,Best of,Rank_1,Rank_2,Rank_Diff
2,0,2,1,5,32,78,46
2,0,0,6,3,16,49,33
1,0,3,0,3,63,73,10
3,0,2,2,5,179,22,-157
3,0,6,3,3,123,17,-106
2,0,0,1,3,26,78,52
3,1,0,0,3,548,34,-514
1,0,0,0,3,109,180,71
2,0,0,4,3,110,72,-38
3,0,5,1,3,84,24,-60
3,1,1,0,3,40,25,-15
3,0,6,1,3,9,166,157
1,0,3,0,3,110,288,178
3,0,2,2,5,110,3,-107
3,0,6,0,3,101,106,5
1,0,2,0,5,1,83,82
1,0,6,0,3,63,48,-15
1,0,6,2,3,6,51,45
3,0,4,1,3,60,96,36
3,0,0,1,3,137,67,-70
3,0,0,0,3,129,403,274
1,0,3,1,3,84,37,-47
1,0,3,1,3,81,48,-33
1,0,1,1,3,6,47,41
2,0,3,1,3,38,85,47
1,0,3,0,3,327,55,-272
1,0,0,1,3,59,66,7
3,0,0,4,3,42,22,-20
1,0,6,2,3,18,37,19
1,0,2,1,5,5,230,225
2,0,0,0,3,127,394,267
3,0,0,0,3,44,209,165
1,0,3,6,3,86,34,-52
2,0,0,0,3,41,86,45
2,0,3,0,3,60,46,-14
3,1,0,0,3,245,52,-193
1,0,0,1,3,51,16,-35
3,0,3,4,3,120,18,-102
1,0,3,0,3,173,92,-81
2,0,2,2,5,62,3,-59
1,1,0,1,3,64,90,26
1,0,0,1,3,81,90,9
1,0,2,4,5,5,17,12
3,0,6,2,3,40,13,-27
1,0,3,4,3,115,77,-38
3,0,6,1,3,151,14,-137
3,1,0,0,3,99,47,-52
3,0,0,0,3,74,166,92
3,1,0,0,3,46,134,88
3,0,2,0,5,92,41,-51
2,0,0,0,3,44,35,-9
3,0,6,1,3,44,14,-30
3,1,0,1,3,14,60,46
2,0,2,1,5,67,203,136
2,0,3,0,3,90,141,51
3,0,6,0,3,28,13,-15
1,0,2,0,5,166,29,-137
3,1,7,5,3,6,8,2
3,0,1,1,3,8,49,41
3,0,4,2,3,35,3,-32
3,0,0,1,3,92,44,-48
3,0,6,1,3,57,11,-46
1,0,3,1,3,177,60,-117
2,0,0,4,3,156,116,-40
3,1,4,4,3,72,66,-6
1,0,1,0,3,5,106,101
3,0,2,0,5,101,107,6
1,0,0,0,3,49,517,468
3,0,4,0,3,49,140,91
1,0,0,1,3,94,70,-24
1,0,0,4,3,35,77,42
3,0,5,2,3,41,24,-17
3,0,2,0,5,54,78,24
1,0,6,1,3,62,15,-47
3,0,1,1,3,96,21,-75
2,0,0,0,3,36,218,182
3,0,6,2,3,26,19,-7
3,1,3,1,3,126,88,-38
1,0,0,0,3,53,72,19
3,0,6,1,3,14,43,29
3,0,5,1,3,55,20,-35
3,0,2,0,5,206,26,-180
3,0,6,3,3,97,4,-93
3,0,3,0,3,49,61,12
3,0,2,2,5,109,43,-66
3,0,6,2,3,31,239,208
1,0,0,0,3,78,153,75
2,0,3,4,3,30,22,-8
3,0,6,2,3,34,3,-31
2,0,2,1,5,43,54,11
0,1,5,0,3,25,34,9
1,0,3,1,3,123,4,-119
1,0,0,0,3,49,45,-4
1,0,2,0,5,41,28,-13
1,0,3,6,3,59,66,7
1,0,1,1,3,26,45,19
3,1,0,0,3,193,171,-22
3,1,0,0,3,28,58,30
0,1,3,4,3,13,25,12
3,0,4,0,3,77,108,31
3,1,3,7,3,39,26,-13
3,1,0,6,3,93,187,94
3,0,5,2,3,82,27,-55
1,0,6,1,3,69,38,-31
3,1,0,1,3,63,38,-25
3,0,6,2,3,41,24,-17
3,0,2,0,5,34,104,70
3,1,4,0,3,26,21,-5
3,0,3,5,3,60,193,133
1,0,3,0,3,306,67,-239
1,0,0,0,3,48,96,48
2,0,2,1,5,87,42,-45
2,0,3,1,3,91,77,-14
1,0,5,0,3,99,85,-14
3,0,3,0,3,79,105,26
1,0,2,0,5,96,87,-9
3,1,0,1,3,9,116,107
1,0,0,4,3,23,45,22
2,0,0,4,3,95,283,188
3,0,0,0,3,29,78,49
1,0,5,0,3,30,44,14
1,0,3,0,3,83,57,-26
3,0,5,0,3,46,124,78
3,0,1,7,3,8,6,-2
3,0,1,1,3,16,92,76
1,0,3,0,3,5,81,76
3,0,2,0,5,53,49,-4
1,0,5,0,3,16,41,25
3,0,6,1,3,2,26,24
3,0,6,0,3,224,16,-208
0,1,3,1,3,60,41,-19
1,0,5,4,3,55,54,-1
3,0,2,0,5,141,7,-134
3,0,6,0,3,55,87,32
3,0,0,1,3,52,84,32
3,1,3,0,3,103,409,306
3,1,3,4,3,70,1,-69
3,0,0,1,3,68,29,-39
1,0,0,0,3,83,38,-45
1,0,0,1,3,80,3,-77
3,1,1,4,3,41,36,-5
2,0,2,7,5,2,6,4
3,1,3,6,3,4,24,20
1,0,2,1,5,59,8,-51
2,0,0,4,3,26,38,12
1,0,0,0,3,77,64,-13
3,0,6,2,3,33,8,-25
3,0,6,4,3,3,23,20
3,0,4,0,3,57,1,-56
2,0,1,1,3,45,1,-44
1,0,0,4,3,57,26,-31
3,1,0,0,3,57,1059,1002
3,0,4,1,3,62,22,-40
3,1,0,1,3,80,11,-69
3,1,4,1,3,80,64,-16
3,0,2,2,5,38,2,-36
3,0,6,2,3,4,19,15
3,0,0,0,3,108,43,-65
2,0,0,0,3,272,123,-149
3,1,1,0,3,43,40,-3
3,1,4,7,3,64,17,-47
2,0,3,0,3,92,88,-4
1,0,4,7,5,48,7,-41
3,0,2,2,5,66,86,20
1,0,5,4,3,78,3,-75
3,0,2,0,5,84,135,51
2,0,2,0,5,92,59,-33
1,0,1,1,3,54,125,71
3,0,2,1,5,51,28,-23
3,0,3,0,3,19,257,238
3,0,6,1,3,41,34,-7
3,0,0,1,3,148,90,-58
2,0,3,0,3,29,5,-24
3,1,6,0,3,74,25,-49
3,0,2,0,5,121,108,-13
3,0,2,0,5,54,46,-8
2,0,1,0,3,164,29,-135
3,0,0,1,3,291,72,-219
3,0,4,0,3,50,17,-33
3,1,3,6,3,6,46,40
3,0,0,1,3,28,22,-6
1,0,2,1,5,7,112,105
1,0,3,1,3,39,204,165
3,1,0,4,3,82,259,177
1,0,0,0,3,748,46,-702
1,0,2,3,5,8,13,5
3,0,5,0,3,59,57,-2
3,0,2,1,5,6,66,60
2,0,2,0,5,3,106,103
3,0,4,1,3,110,168,58
1,0,3,1,3,61,11,-50
3,0,4,1,3,33,82,49
3,0,5,1,3,7,66,59
1,0,1,0,3,230,48,-182
3,1,0,1,3,358,14,-344
3,0,2,1,5,63,20,-43
1,0,0,0,3,87,46,-41
3,0,0,1,3,47,474,427
1,0,4,1,3,9,62,53
3,0,0,0,3,118,12,-106
3,1,5,2,3,8,10,2
3,1,1,4,3,42,1,-41
1,0,0,0,3,930,78,-852
3,0,3,1,3,106,70,-36
3,0,1,0,3,92,103,11
3,0,5,3,3,36,1,-35
3,1,0,0,3,60,686,626
3,0,6,0,3,67,203,136
3,1,1,4,3,72,14,-58
3,1,0,4,3,41,7,-34
1,0,2,2,5,16,124,108
1,0,6,2,3,151,23,-128
1,0,3,1,3,163,96,-67
3,0,6,1,3,28,139,111
3,0,5,0,3,37,57,20
3,1,1,1,3,15,53,38
3,0,0,0,3,112,108,-4
1,0,0,6,3,44,1,-43
3,0,6,0,3,75,34,-41
3,0,6,1,3,32,45,13
3,1,3,0,3,113,92,-21
3,0,5,1,3,59,37,-22
1,0,1,0,3,126,99,-27
2,0,2,0,5,82,163,81
3,1,0,0,3,123,138,15
1,0,5,1,3,46,1,-45
3,0,6,0,3,78,20,-58
3,0,3,0,3,238,45,-193
3,0,6,0,3,21,141,120
3,0,6,0,3,78,79,1
1,0,5,1,3,45,16,-29
3,1,7,5,3,2,9,7
1,0,3,0,3,95,40,-55
3,1,1,1,3,18,10,-8
1,0,6,0,3,17,32,15
3,0,1,7,3,3,7,4
3,0,6,0,3,22,121,99
3,0,2,4,5,12,3,-9
1,0,0,1,3,94,71,-23
2,0,3,1,3,1,63,62
1,0,4,1,3,80,5,-75
3,0,0,1,3,58,21,-37
1,0,6,7,3,3,4,1
1,0,0,0,3,82,34,-48
1,0,1,0,3,70,80,10
1,0,0,1,3,70,98,28
3,0,1,1,3,20,62,42
3,0,3,0,3,1032,155,-877
3,0,0,0,3,74,49,-25
3,0,2,1,5,96,12,-84
2,0,2,0,5,48,3,-45
2,0,1,4,3,92,21,-71
3,1,3,0,3,28,185,157
3,0,6,1,3,101,3,-98
3,0,2,0,5,65,72,7
3,0,2,0,5,133,11,-122
3,0,0,0,3,170,147,-23
1,0,5,0,3,28,98,70
2,0,3,1,3,13,101,88
1,0,1,2,3,37,10,-27
3,1,0,4,3,74,84,10
1,0,6,0,3,24,94,70
3,1,0,6,3,45,61,16
1,0,0,6,3,16,34,18
1,0,1,0,3,24,77,53
1,1,0,0,3,70,121,51
1,0,4,1,3,122,17,-105
1,0,0,0,3,128,79,-49
3,0,3,1,3,20,56,36
3,0,1,0,3,66,196,130
1,0,2,0,5,49,281,232
3,1,1,0,3,30,36,6
3,0,2,1,5,7,53,46
1,0,0,0,3,60,129,69
3,1,0,1,3,12,107,95
1,0,2,2,5,19,13,-6
0,1,5,1,3,34,118,84
1,0,2,1,5,26,82,56
2,0,0,0,3,28,97,69
3,1,5,1,3,61,18,-43
3,0,1,0,3,389,61,-328
2,0,0,4,3,95,54,-41
3,0,2,0,5,74,175,101
3,0,2,2,5,6,35,29
1,0,2,2,5,2,33,31
3,0,1,1,3,46,256,210
1,0,0,0,3,66,57,-9
3,1,3,1,3,89,111,22
3,1,0,1,3,31,210,179
3,1,0,0,3,830,133,-697
1,0,3,4,3,33,57,24
3,0,2,0,5,27,35,8
1,0,6,6,3,5,8,3
3,0,6,1,3,26,10,-16
3,0,1,4,3,11,32,21
3,0,6,2,3,7,53,46
3,0,0,2,3,67,58,-9
3,1,6,0,3,61,52,-9
1,0,0,0,3,38,95,57
1,0,1,1,3,84,37,-47
3,0,2,1,5,14,77,63
1,0,6,2,3,4,24,20
3,1,3,0,3,98,271,173
1,0,6,0,3,22,51,29
3,1,0,1,3,240,12,-228
3,0,6,0,3,28,73,45
1,0,5,4,3,14,7,-7
2,0,2,0,5,66,116,50
3,0,2,0,5,104,119,15
3,1,1,1,3,19,11,-8
3,0,3,6,3,99,83,-16
2,0,2,0,5,119,25,-94
2,0,2,4,5,25,12,-13
3,1,0,4,3,67,17,-50
3,0,2,2,5,74,87,13
3,0,2,4,5,24,15,-9
1,0,0,4,3,72,172,100
3,1,3,6,3,690,19,-671
3,0,1,0,3,13,102,89
3,1,3,0,3,115,327,212
1,0,0,0,3,67,68,1
3,0,2,1,5,23,84,61
1,0,3,1,3,114,46,-68
1,0,3,0,3,112,59,-53
3,0,2,0,5,167,62,-105
3,0,2,0,5,36,81,45
3,0,5,3,3,25,24,-1
3,0,0,0,3,266,72,-194
1,0,5,7,5,24,12,-12
2,0,0,1,3,144,18,-126
3,0,5,2,3,19,61,42
3,0,2,0,5,96,40,-56
2,0,3,0,3,64,77,13
3,0,6,0,3,41,61,20
3,0,2,0,5,21,72,51
1,0,5,1,3,55,117,62
3,0,6,0,3,21,11,-10
2,0,3,7,3,130,167,37
2,0,3,0,3,73,65,-8
3,0,0,1,3,15,40,25
1,0,6,4,3,9,4,-5
1,0,5,0,3,80,76,-4
2,0,0,4,3,54,30,-24
1,0,6,0,3,56,162,106
1,0,0,0,3,179,84,-95
3,0,1,1,3,4,48,44
2,0,2,3,5,6,19,13
1,0,1,1,3,35,51,16
2,0,0,4,3,101,95,-6
1,0,3,4,3,50,117,67
1,0,6,0,3,45,18,-27
2,0,2,0,5,69,45,-24
3,1,3,4,3,40,42,2
3,0,2,1,5,15,105,90
3,0,0,4,3,20,13,-7
3,1,6,1,3,11,34,23
2,0,2,2,5,141,46,-95
3,1,0,0,3,93,55,-38
2,0,3,1,3,4,189,185
1,0,0,1,3,97,31,-66
3,0,2,1,5,23,134,111
3,0,6,3,3,23,3,-20
1,0,4,2,3,151,140,-11
1,0,6,6,3,1,6,5
3,0,4,2,3,35,36,1
2,0,2,0,5,111,6,-105
3,0,4,1,3,136,17,-119
1,0,6,1,3,29,31,2
3,0,6,1,3,49,40,-9
3,1,4,0,3,74,135,61
1,0,0,0,3,86,67,-19
1,0,5,0,3,31,32,1
2,0,0,1,3,30,112,82
3,0,0,4,3,28,15,-13
3,1,7,5,3,9,4,-5
2,0,0,0,3,145,134,-11
3,0,6,1,3,122,91,-31
1,0,4,0,3,50,28,-22
1,0,0,6,3,47,60,13
1,0,2,1,5,70,20,-50
3,0,0,4,3,80,87,7
3,1,0,4,3,7,154,147
0,1,3,0,3,33,142,109
3,0,2,2,5,5,28,23
3,1,4,1,3,160,2,-158
3,0,5,0,3,21,29,8
3,1,0,1,3,25,134,109
3,1,1,0,3,18,20,2
3,0,0,1,3,33,7,-26
3,1,6,1,3,4,37,33
3,0,3,0,3,79,94,15
3,0,2,2,5,57,1,-56
2,0,0,0,3,12,216,204
3,0,2,2,5,79,7,-72
3,0,4,0,3,66,1109,1043
1,0,0,0,3,86,104,18
1,0,0,6,3,7,82,75
1,0,3,0,3,91,56,-35
3,0,6,2,3,9,31,22
1,0,3,1,3,46,104,58
3,0,2,1,5,117,7,-110
3,1,0,0,3,98,36,-62
1,0,3,0,3,80,41,-39
1,0,2,0,5,173,223,50
3,0,2,1,5,28,148,120
2,0,0,1,3,152,104,-48
2,0,3,0,3,113,74,-39
3,0,3,4,3,112,54,-58
3,0,2,0,5,57,24,-33
3,0,0,0,3,60,57,-3
3,1,0,0,3,50,98,48
1,0,5,1,3,6,70,64
1,0,0,0,3,83,74,-9
3,1,0,0,3,135,38,-97
3,0,2,3,5,4,16,12
3,1,0,0,3,57,37,-20
1,0,4,1,3,61,137,76
3,1,1,7,3,9,25,16
1,0,2,1,5,116,29,-87
1,0,3,0,3,82,129,47
3,0,0,0,3,53,319,266
3,1,4,1,3,84,41,-43
3,0,3,0,3,88,227,139
3,0,6,1,3,6,169,163
1,0,0,0,3,70,91,21
3,1,0,0,3,83,66,-17
3,0,2,2,5,14,64,50
3,1,0,0,3,75,105,30
3,0,5,0,3,44,66,22
3,0,2,0,5,162,106,-56
3,1,0,0,3,92,83,-9
1,0,2,0,5,78,5,-73
3,0,2,0,5,6,105,99
3,0,5,0,3,76,41,-35
1,0,2,0,5,105,56,-49
1,0,2,1,5,10,187,177
3,0,6,0,3,54,104,50
3,0,1,4,3,3,16,13
1,0,1,4,3,10,31,21
0,1,5,0,3,33,30,-3
1,0,6,0,3,35,65,30
3,0,6,2,3,12,18,6
1,0,0,0,3,96,109,13
1,0,0,0,3,215,76,-139
3,0,3,0,3,53,104,51
3,0,3,0,3,136,138,2
3,0,0,0,3,61,58,-3
1,0,3,0,3,135,160,25
1,0,4,1,3,100,28,-72
3,0,4,4,3,31,1,-30
2,0,2,3,5,15,2,-13
3,0,4,2,3,43,141,98
1,0,0,6,3,24,28,4
1,0,2,0,5,32,116,84
0,1,5,1,3,123,20,-103
1,0,0,0,3,67,45,-22
0,1,3,1,3,68,71,3
2,0,2,0,5,661,114,-547
1,0,4,1,3,36,111,75
1,0,6,2,3,35,1,-34
3,0,5,1,3,40,30,-10
0,1,3,1,3,46,13,-33
3,1,0,0,3,160,340,180
2,0,0,0,3,87,281,194
2,0,2,0,5,46,103,57
3,0,5,2,3,6,45,39
3,0,2,1,5,97,24,-73
1,0,3,4,3,84,17,-67
3,0,2,1,5,29,111,82
1,0,6,2,3,35,7,-28
2,0,0,4,3,32,46,14
1,0,0,0,3,104,163,59
0,1,5,4,3,14,28,14
3,1,0,0,3,37,59,22
2,0,2,2,5,25,63,38
3,0,6,0,3,26,40,14
1,0,3,0,3,5,349,344
3,0,1,1,3,55,73,18
1,0,6,4,3,17,6,-11
3,1,4,4,3,17,71,54
1,0,6,0,3,35,41,6
3,1,0,1,3,315,34,-281
3,0,5,0,3,3,111,108
1,0,2,0,5,111,112,1
3,1,0,1,3,174,35,-139
1,0,2,0,5,213,98,-115
3,0,0,0,3,18,87,69
3,0,6,0,3,99,54,-45
3,0,0,4,3,74,109,35
3,1,3,0,3,142,100,-42
1,0,0,0,3,49,50,1
1,0,6,1,3,9,42,33
3,0,2,0,5,116,77,-39
1,0,0,6,3,99,21,-78
3,0,4,4,3,16,60,44
3,0,2,3,5,13,2,-11
3,1,0,0,3,27,63,36
3,0,6,1,3,68,21,-47
3,0,0,0,3,446,38,-408
3,0,6,0,3,75,81,6
2,0,3,0,3,318,27,-291
2,0,0,1,3,147,61,-86
2,0,0,1,3,67,42,-25
3,0,0,1,3,91,41,-50
3,0,6,4,3,2,13,11
1,0,6,0,3,96,46,-50
1,0,4,0,3,240,95,-145
1,0,5,0,3,15,93,78
3,1,0,0,3,93,115,22
3,0,0,6,3,27,67,40
3,1,1,0,3,29,43,14
3,0,3,4,3,61,18,-43
3,0,2,0,5,154,21,-133
3,1,6,2,3,8,188,180
2,0,2,2,5,62,10,-52
3,0,0,0,3,103,111,8
3,0,3,0,3,50,44,-6
1,0,0,6,3,89,59,-30
3,1,0,6,3,16,15,-1
3,0,0,1,3,20,61,41
1,0,4,1,3,21,95,74
3,0,2,1,5,82,234,152
1,0,3,1,3,72,120,48
3,0,6,0,3,47,78,31
2,0,2,0,5,194,23,-171
3,1,0,1,3,13,172,159
3,0,0,0,3,26,115,89
2,0,2,0,5,103,105,2
3,0,5,3,3,2,96,94
2,0,0,0,3,165,116,-49
3,1,0,1,3,31,102,71
3,0,6,0,3,38,24,-14
3,1,0,0,3,52,970,918
1,0,2,1,5,38,95,57
1,0,6,1,3,85,19,-66
3,1,0,6,3,23,27,4
3,1,4,1,3,87,126,39
1,0,2,0,5,103,37,-66
3,0,0,0,3,109,91,-18
3,1,0,0,3,132,78,-54
1,0,0,1,3,1360,27,-1333
3,1,0,1,3,102,61,-41
1,0,2,2,5,38,76,38
3,1,3,1,3,58,72,14
1,0,5,0,3,46,49,3
2,0,2,0,5,22,86,64
3,0,6,1,3,68,22,-46
0,1,3,1,3,38,54,16
2,0,1,0,3,119,99,-20
3,0,5,0,3,70,74,4
3,0,6,0,3,364,53,-311
3,0,3,0,3,85,512,427
1,0,6,7,3,8,5,-3
2,0,2,1,5,261,33,-228
1,0,5,0,3,12,42,30
1,1,0,4,3,63,113,50
0,1,5,2,3,11,8,-3
1,0,3,0,3,43,175,132
2,0,0,4,3,83,35,-48
1,0,0,0,3,44,137,93
3,0,5,0,3,156,21,-135
3,0,5,1,3,3,76,73
0,1,5,2,3,46,7,-39
2,0,3,2,3,12,44,32
3,0,1,0,3,91,63,-28
3,0,4,0,3,110,130,20
1,0,3,0,3,13,51,38
3,0,3,1,3,32,60,28
3,0,0,0,3,62,327,265
3,1,4,4,3,22,37,15
3,1,1,0,3,30,44,14
3,1,1,4,3,47,7,-40
3,0,6,0,3,39,57,18
3,0,6,3,3,12,9,-3
1,0,4,0,3,105,357,252
3,1,5,0,3,96,56,-40
3,1,1,4,3,7,45,38
3,1,1,0,3,99,12,-87
3,0,0,1,3,17,77,60
3,1,4,1,3,174,99,-75
0,1,3,0,3,47,49,2
3,1,0,4,3,51,12,-39
1,0,3,6,3,176,132,-44
3,1,3,0,3,9,159,150
1,0,3,1,3,84,22,-62
1,0,2,4,5,4,46,42
3,1,3,6,3,4,57,53
1,0,4,4,3,12,39,27
3,0,0,7,3,137,87,-50
3,0,2,1,5,43,22,-21
1,0,2,0,5,87,120,33
2,0,3,0,3,15,27,12
3,0,5,2,3,26,27,1
3,0,2,2,5,20,17,-3
3,0,1,1,3,7,45,38
3,0,0,4,3,90,42,-48
3,0,6,0,3,61,89,28
1,0,0,4,3,29,93,64
3,0,0,0,3,80,58,-22
3,0,0,0,3,99,151,52
3,0,2,0,5,182,54,-128
3,0,2,1,5,1,177,176
1,0,0,0,3,60,36,-24
3,0,6,7,3,17,5,-12
3,1,0,0,3,70,60,-10
1,0,5,1,3,15,94,79
3,0,0,1,3,29,46,17
1,0,0,4,3,35,230,195
2,0,3,7,3,68,49,-19
3,0,4,2,3,47,54,7
3,1,3,0,3,9,39,30
2,0,0,0,3,171,173,2
2,0,2,1,5,28,163,135
3,0,5,0,3,80,9,-71
1,0,4,0,3,76,169,93
2,0,0,1,3,236,16,-220
3,1,1,0,3,12,84,72
1,0,4,0,3,49,94,45
3,0,3,1,3,108,63,-45
3,0,6,4,3,7,34,27
1,0,6,1,3,19,37,18
1,0,6,0,3,52,40,-12
1,0,3,7,3,91,68,-23
3,0,0,0,3,115,100,-15
3,0,1,0,3,41,57,16
1,0,6,0,3,39,22,-17
3,0,1,0,3,83,93,10
2,0,0,0,3,62,67,5
3,0,5,2,3,9,33,24
1,0,0,4,3,113,20,-93
3,0,2,0,5,2,138,136
1,0,2,1,5,213,14,-199
3,1,5,0,3,75,18,-57
3,0,2,1,5,70,3,-67
2,0,3,0,3,66,9,-57
0,1,3,1,3,111,66,-45
3,0,2,1,5,39,6,-33
2,0,0,0,3,144,56,-88
3,0,1,1,3,87,59,-28
3,0,4,0,3,129,562,433
3,0,1,6,3,25,42,17
1,0,0,0,3,168,90,-78
1,0,4,2,3,55,58,3
1,0,0,0,3,1267,78,-1189
1,0,5,1,3,67,10,-57
3,0,6,1,3,10,58,48
3,1,4,4,3,38,34,-4
3,0,2,0,5,8,86,78
3,1,0,4,3,808,86,-722
1,0,0,0,3,111,72,-39
3,1,5,2,3,21,2,-19
3,0,1,0,3,87,55,-32
1,0,2,0,5,157,65,-92
3,0,6,0,3,60,80,20
2,0,0,0,3,64,30,-34
3,1,0,0,3,56,1217,1161
2,0,3,0,3,134,88,-46
1,0,3,1,3,12,165,153
1,0,2,2,5,283,67,-216
3,0,2,0,5,112,69,-43
1,0,1,4,3,81,13,-68
3,1,1,4,3,284,54,-230
1,0,4,4,3,95,42,-53
3,0,6,0,3,41,30,-11
1,0,4,1,3,117,39,-78
2,0,0,0,3,491,62,-429
1,0,3,7,3,84,6,-78
3,0,3,4,3,106,114,8
3,0,2,1,5,31,219,188
3,0,2,0,5,160,31,-129
1,0,4,4,3,44,7,-37
1,0,3,4,3,34,340,306
2,0,2,0,5,194,19,-175
3,0,0,1,3,31,9,-22
3,0,6,0,3,67,77,10
3,0,4,0,3,362,86,-276
3,0,6,1,3,76,9,-67
2,0,2,0,5,94,36,-58
2,0,2,0,5,156,147,-9
1,0,6,1,3,20,22,2
3,0,3,4,3,14,4,-10
1,0,3,0,3,168,57,-111
3,0,2,0,5,3,101,98
2,0,0,0,3,58,183,125
3,1,1,0,3,80,18,-62
3,0,6,2,3,38,77,39
3,0,6,2,3,10,24,14
3,1,3,0,3,330,19,-311
3,0,6,7,3,3,1,-2
3,0,6,4,3,38,9,-29
2,0,3,1,3,38,64,26
3,1,0,7,3,10,43,33
2,0,0,0,3,866,114,-752
3,1,0,1,3,80,26,-54
1,0,3,0,3,432,82,-350
3,0,6,0,3,28,17,-11
2,0,2,2,5,43,5,-38
3,0,3,0,3,211,219,8
3,0,3,6,3,29,27,-2
3,1,1,0,3,45,8,-37
0,1,3,0,3,42,141,99
0,1,5,1,3,30,11,-19
3,0,0,1,3,49,37,-12
2,0,0,0,3,72,79,7
3,0,2,2,5,114,9,-105
3,0,0,0,3,36,70,34
1,0,3,7,3,61,48,-13
2,0,2,0,5,11,272,261
1,0,0,0,3,124,74,-50
3,0,3,4,3,117,104,-13
3,0,0,6,3,14,41,27
1,0,3,0,3,48,80,32
2,0,0,6,3,38,40,2
2,0,3,7,3,113,60,-53
3,0,2,0,5,85,46,-39
3,0,1,0,3,107,103,-4
1,0,5,1,3,30,19,-11
3,0,2,1,5,14,58,44
3,0,5,1,3,6,70,64
3,0,2,1,5,146,2,-144
3,0,3,1,3,55,19,-36
3,0,6,7,3,2,4,2
2,0,3,1,3,69,100,31
2,0,2,0,5,23,70,47
1,0,6,0,3,72,13,-59
3,1,0,1,3,103,140,37
3,0,2,3,5,10,5,-5
3,0,3,0,3,26,108,82
3,1,3,0,3,108,94,-14
3,0,3,1,3,92,154,62
1,0,1,0,3,21,231,210
3,0,4,0,3,61,51,-10
1,0,0,0,3,117,244,127
1,0,4,2,3,374,44,-330
3,0,6,0,3,16,50,34
3,1,4,6,3,40,7,-33
3,0,6,2,3,6,27,21
1,0,4,0,3,66,84,18
3,1,7,6,3,5,4,-1
3,0,6,4,3,40,2,-38
1,0,6,2,3,3,96,93
2,0,2,0,5,90,92,2
3,1,3,0,3,102,339,237
3,0,6,2,3,24,2,-22
1,0,4,0,3,125,32,-93
3,0,1,0,3,393,654,261
1,0,1,0,3,257,99,-158
3,0,0,6,3,41,24,-17
1,0,0,0,3,33,64,31
1,0,1,1,3,81,13,-68
3,0,0,0,3,53,32,-21
1,0,6,2,3,3,17,14
1,0,0,0,3,44,61,17
3,0,2,1,5,389,39,-350
0,1,3,0,3,59,135,76
2,0,3,1,3,147,34,-113
3,1,1,1,3,54,16,-38
1,0,2,2,5,8,23,15
2,0,2,1,5,168,35,-133
3,0,1,0,3,35,18,-17
2,0,0,0,3,161,63,-98
2,0,3,0,3,40,91,51
2,0,2,0,5,285,87,-198
1,0,1,1,3,9,59,50
3,0,6,0,3,92,66,-26
3,0,2,1,5,84,201,117
3,0,0,0,3,131,34,-97
1,0,6,1,3,12,67,55
1,0,5,0,3,41,24,-17
1,0,4,1,3,59,28,-31
2,0,2,0,5,112,102,-10
3,0,2,1,5,11,53,42
1,0,3,1,3,106,60,-46
1,0,6,2,3,4,100,96
1,0,2,1,5,21,67,46
3,0,3,1,3,98,65,-33
1,0,3,5,3,97,27,-70
1,0,1,0,3,18,154,136
1,0,1,4,3,55,23,-32
3,0,6,0,3,90,60,-30
1,0,3,1,3,60,29,-31
1,0,4,4,3,16,15,-1
3,1,0,1,3,50,14,-36
3,1,4,0,3,61,13,-48
1,0,6,0,3,95,53,-42
3,0,6,1,3,147,5,-142
3,0,0,0,3,78,67,-11
1,0,0,6,3,14,56,42
3,0,3,0,3,88,128,40
1,0,4,1,3,12,187,175
1,0,3,4,3,128,110,-18
3,0,2,1,5,85,15,-70
3,1,4,0,3,79,18,-61
1,0,6,1,3,121,29,-92
3,0,2,1,5,87,86,-1
2,0,3,2,3,16,7,-9
1,0,0,0,3,108,84,-24
3,1,6,2,3,14,5,-9
3,0,2,0,5,296,94,-202
3,0,1,0,3,165,61,-104
1,0,1,0,3,36,655,619
3,0,0,7,3,84,167,83
2,0,2,0,5,69,108,39
3,0,2,3,5,27,9,-18
3,0,2,0,5,2,126,124
3,0,3,1,3,56,53,-3
1,0,3,1,3,72,105,33
1,0,5,1,3,56,25,-31
3,1,0,1,3,12,204,192
3,0,6,1,3,52,85,33
1,0,0,0,3,90,134,44
2,0,2,0,5,141,40,-101
1,0,4,6,3,18,15,-3
3,0,3,0,3,47,285,238
2,0,2,6,5,1,8,7
1,0,2,0,5,31,106,75
1,1,0,0,3,164,146,-18
0,1,5,4,3,2,8,6
1,0,0,1,3,138,69,-69
3,0,2,1,5,9,38,29
3,1,0,1,3,266,13,-253
3,1,0,0,3,86,31,-55
0,1,5,7,5,63,7,-56
3,0,6,6,3,32,3,-29
3,1,0,4,3,16,29,13
3,1,7,5,3,5,1,-4
1,0,5,0,3,7,64,57
3,0,0,1,3,38,82,44
3,0,1,4,3,17,13,-4
1,0,6,1,3,59,6,-53
1,0,0,1,3,52,21,-31
3,0,2,1,5,42,78,36
1,0,0,1,3,77,27,-50
1,0,0,0,3,122,107,-15
1,0,1,0,3,47,64,17
3,0,2,1,5,65,3,-62
3,0,3,0,3,6,109,103
3,0,3,1,3,17,78,61
2,0,0,1,3,23,81,58
2,0,2,0,5,66,102,36
1,0,6,0,3,128,36,-92
3,1,4,1,3,16,419,403
2,0,0,0,3,145,61,-84
1,0,5,0,3,55,9,-46
